time,open,high,low,close,volume
2025-07-17 14:00:00+00:00,1.15864,1.15893,1.15826,1.15845,0.0
2025-07-17 14:05:00+00:00,1.15844,1.15851,1.15777,1.15818,0.0
2025-07-17 14:10:00+00:00,1.15824,1.15842,1.15803,1.15818,0.0
2025-07-17 14:15:00+00:00,1.15821,1.15904,1.15809,1.15898,0.0
2025-07-17 14:20:00+00:00,1.15899,1.15928,1.15894,1.15908,0.0
2025-07-17 14:25:00+00:00,1.15907,1.15929,1.15865,1.15908,0.0
2025-07-17 14:30:00+00:00,1.15905,1.15913,1.15821,1.15843,0.0
2025-07-17 14:35:00+00:00,1.1585,1.15908,1.15847,1.15905,0.0
2025-07-17 14:40:00+00:00,1.15881,1.15912,1.15871,1.15897,0.0
2025-07-17 14:45:00+00:00,1.15891,1.15917,1.15848,1.15889,0.0
2025-07-17 14:50:00+00:00,1.15886,1.15905,1.15841,1.15894,0.0
2025-07-17 14:55:00+00:00,1.15895,1.15912,1.15873,1.15882,0.0
2025-07-17 15:00:00+00:00,1.1588,1.1589,1.15856,1.1587,0.0
2025-07-17 15:05:00+00:00,1.15867,1.15892,1.15857,1.15882,0.0
2025-07-17 15:10:00+00:00,1.15886,1.15911,1.15873,1.158895,0.0
2025-07-17 15:15:00+00:00,1.158815,1.15886,1.15854,1.1587,0.0
2025-07-17 15:20:00+00:00,1.15871,1.15904,1.15856,1.15883,0.0
2025-07-17 15:25:00+00:00,1.15884,1.15945,1.15873,1.1594,0.0
2025-07-17 15:30:00+00:00,1.15939,1.15959,1.15921,1.15938,0.0
2025-07-17 15:35:00+00:00,1.15932,1.1595,1.15918,1.15941,0.0
2025-07-17 15:40:00+00:00,1.1594,1.15989,1.15937,1.15979,0.0
2025-07-17 15:45:00+00:00,1.15978,1.15991,1.1596,1.15963,0.0
2025-07-17 15:50:00+00:00,1.15969,1.16028,1.15962,1.16022,0.0
2025-07-17 15:55:00+00:00,1.16023,1.16027,1.15936,1.15965,0.0
2025-07-17 16:00:00+00:00,1.15964,1.15992,1.15952,1.15989,0.0
2025-07-17 16:05:00+00:00,1.15986,1.16008,1.15961,1.16005,0.0
2025-07-17 16:10:00+00:00,1.160055,1.16012,1.15976,1.15982,0.0
2025-07-17 16:15:00+00:00,1.15983,1.15997,1.15959,1.15977,0.0
2025-07-17 16:20:00+00:00,1.15978,1.16016,1.15973,1.15996,0.0
2025-07-17 16:25:00+00:00,1.15995,1.1602,1.15983,1.16007,0.0
2025-07-17 16:30:00+00:00,1.16004,1.16013,1.15973,1.15992,0.0
2025-07-17 16:35:00+00:00,1.15994,1.16003,1.15858,1.15866,0.0
2025-07-17 16:40:00+00:00,1.15867,1.15905,1.1584,1.1588,0.0
2025-07-17 16:45:00+00:00,1.15878,1.1589,1.15854,1.15887,0.0
2025-07-17 16:50:00+00:00,1.15877,1.15885,1.15837,1.15841,0.0
2025-07-17 16:55:00+00:00,1.15844,1.15873,1.15828,1.15863,0.0
2025-07-17 17:00:00+00:00,1.15862,1.15884,1.15845,1.15852,0.0
2025-07-17 17:05:00+00:00,1.158515,1.15906,1.15847,1.15898,0.0
2025-07-17 17:10:00+00:00,1.15894,1.15913,1.1588,1.158905,0.0
2025-07-17 17:15:00+00:00,1.158915,1.15907,1.15879,1.15897,0.0
2025-07-17 17:20:00+00:00,1.15898,1.15905,1.15866,1.15881,0.0
2025-07-17 17:25:00+00:00,1.1588,1.15887,1.15863,1.15875,0.0
2025-07-17 17:30:00+00:00,1.15868,1.15895,1.15862,1.15871,0.0
2025-07-17 17:35:00+00:00,1.15867,1.15871,1.1584,1.15853,0.0
2025-07-17 17:40:00+00:00,1.15854,1.15859,1.15828,1.15841,0.0
2025-07-17 17:45:00+00:00,1.15844,1.15858,1.15831,1.15844,0.0
2025-07-17 17:50:00+00:00,1.15842,1.15861,1.15836,1.15858,0.0
2025-07-17 17:55:00+00:00,1.15858,1.15872,1.15819,1.15846,0.0
2025-07-17 18:00:00+00:00,1.15848,1.15854,1.15829,1.15838,0.0
2025-07-17 18:05:00+00:00,1.15839,1.15879,1.15831,1.15866,0.0
2025-07-17 18:10:00+00:00,1.15867,1.15879,1.15862,1.158725,0.0
2025-07-17 18:15:00+00:00,1.15872,1.1588,1.15836,1.15841,0.0
2025-07-17 18:20:00+00:00,1.15844,1.15848,1.15794,1.158225,0.0
2025-07-17 18:25:00+00:00,1.158215,1.15848,1.15812,1.15841,0.0
2025-07-17 18:30:00+00:00,1.15836,1.15861,1.15829,1.15856,0.0
2025-07-17 18:35:00+00:00,1.15855,1.15882,1.1585,1.15877,0.0
2025-07-17 18:40:00+00:00,1.15876,1.15883,1.15859,1.15872,0.0
2025-07-17 18:45:00+00:00,1.15867,1.1588,1.15834,1.15842,0.0
2025-07-17 18:50:00+00:00,1.15838,1.15841,1.15821,1.15827,0.0
2025-07-17 18:55:00+00:00,1.15827,1.15856,1.15816,1.158425,0.0
2025-07-17 19:00:00+00:00,1.15844,1.15881,1.15839,1.15877,0.0
2025-07-17 19:05:00+00:00,1.15869,1.15906,1.15865,1.15902,0.0
2025-07-17 19:10:00+00:00,1.1591,1.15933,1.15904,1.159225,0.0
2025-07-17 19:15:00+00:00,1.15924,1.15974,1.15912,1.15962,0.0
2025-07-17 19:20:00+00:00,1.1596,1.15963,1.1593,1.15943,0.0
2025-07-17 19:25:00+00:00,1.15941,1.1596,1.15934,1.15946,0.0
2025-07-17 19:30:00+00:00,1.15948,1.15972,1.15937,1.15959,0.0
2025-07-17 19:35:00+00:00,1.15961,1.15986,1.15958,1.159775,0.0
2025-07-17 19:40:00+00:00,1.159765,1.15989,1.15965,1.15986,0.0
2025-07-17 19:45:00+00:00,1.15985,1.1599,1.15957,1.159725,0.0
2025-07-17 19:50:00+00:00,1.159725,1.15997,1.15967,1.15986,0.0
2025-07-17 19:55:00+00:00,1.15982,1.15999,1.1596,1.15974,0.0
2025-07-17 20:00:00+00:00,1.15973,1.16012,1.15969,1.1598,0.0
2025-07-17 20:05:00+00:00,1.15979,1.15997,1.15966,1.15971,0.0
2025-07-17 20:10:00+00:00,1.1597,1.15979,1.1596,1.159725,0.0
2025-07-17 20:15:00+00:00,1.159685,1.15981,1.1596,1.159725,0.0
2025-07-17 20:20:00+00:00,1.159735,1.15983,1.15957,1.159635,0.0
2025-07-17 20:25:00+00:00,1.159625,1.1597,1.15938,1.159545,0.0
2025-07-17 20:30:00+00:00,1.15955,1.15966,1.15943,1.15958,0.0
2025-07-17 20:35:00+00:00,1.159565,1.15967,1.15939,1.159615,0.0
2025-07-17 20:40:00+00:00,1.159605,1.15985,1.15956,1.15974,0.0
2025-07-17 20:45:00+00:00,1.159725,1.15977,1.15951,1.159565,0.0
2025-07-17 20:50:00+00:00,1.159545,1.15972,1.15942,1.159625,0.0
2025-07-17 20:55:00+00:00,1.159615,1.1599,1.15934,1.15961,0.0
2025-07-17 21:00:00+00:00,1.1594,1.15974,1.15899,1.15934,0.0
2025-07-17 21:05:00+00:00,1.15936,1.15969,1.15899,1.15934,0.0
2025-07-17 21:10:00+00:00,1.15933,1.15998,1.159,1.15951,0.0
2025-07-17 21:15:00+00:00,1.15948,1.15984,1.15915,1.15951,0.0
2025-07-17 21:20:00+00:00,1.15964,1.15997,1.15923,1.15956,0.0
2025-07-17 21:25:00+00:00,1.15959,1.15998,1.15926,1.15964,0.0
2025-07-17 21:30:00+00:00,1.15965,1.16022,1.15932,1.15984,0.0
2025-07-17 21:35:00+00:00,1.15983,1.16016,1.15947,1.15978,0.0
2025-07-17 21:40:00+00:00,1.159755,1.16002,1.15949,1.159745,0.0
2025-07-17 21:45:00+00:00,1.159755,1.15997,1.15951,1.15971,0.0
2025-07-17 21:50:00+00:00,1.15971,1.1599,1.15906,1.15954,0.0
2025-07-17 21:55:00+00:00,1.15966,1.15999,1.15932,1.15965,0.0
2025-07-17 22:00:00+00:00,1.15992,1.1604,1.15959,1.160065,0.0
2025-07-17 22:05:00+00:00,1.160065,1.16031,1.15996,1.160205,0.0
2025-07-17 22:10:00+00:00,1.160195,1.16026,1.16005,1.160115,0.0
2025-07-17 22:15:00+00:00,1.160105,1.16023,1.16001,1.160145,0.0
2025-07-17 22:20:00+00:00,1.160195,1.16033,1.16005,1.16016,0.0
2025-07-17 22:25:00+00:00,1.160155,1.16043,1.16011,1.160385,0.0
2025-07-17 22:30:00+00:00,1.160415,1.16107,1.16034,1.160825,0.0
2025-07-17 22:35:00+00:00,1.160825,1.16156,1.16072,1.161455,0.0
2025-07-17 22:40:00+00:00,1.161425,1.16195,1.16133,1.161385,0.0
2025-07-17 22:45:00+00:00,1.161345,1.16192,1.16121,1.161775,0.0
2025-07-17 22:50:00+00:00,1.161775,1.16198,1.16161,1.161685,0.0
2025-07-17 22:55:00+00:00,1.1617,1.16186,1.16164,1.161725,0.0
2025-07-17 23:00:00+00:00,1.161785,1.1619,1.16143,1.161855,0.0
2025-07-17 23:05:00+00:00,1.161845,1.16194,1.16163,1.161815,0.0
2025-07-17 23:10:00+00:00,1.161825,1.16187,1.1615,1.161595,0.0
2025-07-17 23:15:00+00:00,1.161575,1.1619,1.16148,1.16181,0.0
2025-07-17 23:20:00+00:00,1.161825,1.16189,1.16161,1.16173,0.0
2025-07-17 23:25:00+00:00,1.161785,1.1619,1.16161,1.16181,0.0
2025-07-17 23:30:00+00:00,1.16185,1.16203,1.16175,1.162,0.0
2025-07-17 23:35:00+00:00,1.16186,1.16192,1.16168,1.161865,0.0
2025-07-17 23:40:00+00:00,1.161855,1.16196,1.16176,1.161815,0.0
2025-07-17 23:45:00+00:00,1.161745,1.16192,1.16161,1.16175,0.0
2025-07-17 23:50:00+00:00,1.16173,1.1618,1.16145,1.16152,0.0
2025-07-17 23:55:00+00:00,1.161485,1.16167,1.1614,1.1615,0.0
2025-07-18 00:00:00+00:00,1.1615,1.16198,1.16138,1.16195,0.0
2025-07-18 00:05:00+00:00,1.1619,1.16212,1.16172,1.16191,0.0
2025-07-18 00:10:00+00:00,1.161855,1.1622,1.16179,1.162105,0.0
2025-07-18 00:15:00+00:00,1.162095,1.16232,1.16194,1.1622,0.0
2025-07-18 00:20:00+00:00,1.162175,1.16252,1.1621,1.16221,0.0
2025-07-18 00:25:00+00:00,1.16219,1.16224,1.16204,1.16213,0.0
2025-07-18 00:30:00+00:00,1.16212,1.16248,1.16209,1.162415,0.0
2025-07-18 00:35:00+00:00,1.16241,1.16268,1.16229,1.16257,0.0
2025-07-18 00:40:00+00:00,1.16256,1.16285,1.16241,1.16246,0.0
2025-07-18 00:45:00+00:00,1.162355,1.16256,1.16229,1.16247,0.0
2025-07-18 00:50:00+00:00,1.16248,1.16263,1.16222,1.16233,0.0
2025-07-18 00:55:00+00:00,1.16237,1.16251,1.16209,1.16245,0.0
2025-07-18 01:00:00+00:00,1.1625,1.16278,1.16234,1.16266,0.0
2025-07-18 01:05:00+00:00,1.1626,1.16266,1.16233,1.162535,0.0
2025-07-18 01:10:00+00:00,1.162515,1.16266,1.16225,1.162325,0.0
2025-07-18 01:15:00+00:00,1.162325,1.16242,1.16208,1.16237,0.0
2025-07-18 01:20:00+00:00,1.162355,1.16254,1.16225,1.162365,0.0
2025-07-18 01:25:00+00:00,1.162385,1.16244,1.1622,1.16226,0.0
2025-07-18 01:30:00+00:00,1.16222,1.16241,1.16202,1.16231,0.0
2025-07-18 01:35:00+00:00,1.16233,1.16239,1.16218,1.16229,0.0
2025-07-18 01:40:00+00:00,1.1623,1.16248,1.16217,1.16237,0.0
2025-07-18 01:45:00+00:00,1.16242,1.16347,1.16238,1.16334,0.0
2025-07-18 01:50:00+00:00,1.16335,1.16346,1.16308,1.16324,0.0
2025-07-18 01:55:00+00:00,1.16323,1.16331,1.16282,1.16289,0.0
2025-07-18 02:00:00+00:00,1.16287,1.16299,1.16262,1.162715,0.0
2025-07-18 02:05:00+00:00,1.162735,1.16287,1.16243,1.1626,0.0
2025-07-18 02:10:00+00:00,1.16255,1.16283,1.16246,1.16276,0.0
2025-07-18 02:15:00+00:00,1.16282,1.1629,1.16259,1.16276,0.0
2025-07-18 02:20:00+00:00,1.16281,1.16291,1.16257,1.16267,0.0
2025-07-18 02:25:00+00:00,1.16276,1.16296,1.16269,1.162875,0.0
2025-07-18 02:30:00+00:00,1.16285,1.16301,1.16269,1.1628,0.0
2025-07-18 02:35:00+00:00,1.16277,1.16292,1.1627,1.162815,0.0
2025-07-18 02:40:00+00:00,1.162795,1.16299,1.16266,1.1627,0.0
2025-07-18 02:45:00+00:00,1.16274,1.16307,1.16271,1.163015,0.0
2025-07-18 02:50:00+00:00,1.162945,1.16317,1.16285,1.16306,0.0
2025-07-18 02:55:00+00:00,1.16307,1.1631,1.1629,1.16295,0.0
2025-07-18 03:00:00+00:00,1.16291,1.16314,1.1627,1.16297,0.0
2025-07-18 03:05:00+00:00,1.16294,1.16308,1.16284,1.16288,0.0
2025-07-18 03:10:00+00:00,1.16289,1.16304,1.16276,1.16296,0.0
2025-07-18 03:15:00+00:00,1.16295,1.16301,1.16265,1.16273,0.0
2025-07-18 03:20:00+00:00,1.16272,1.16279,1.16259,1.16273,0.0
2025-07-18 03:25:00+00:00,1.16271,1.16281,1.16258,1.16273,0.0
2025-07-18 03:30:00+00:00,1.16272,1.16318,1.16266,1.16278,0.0
2025-07-18 03:35:00+00:00,1.16277,1.16285,1.16264,1.16272,0.0
2025-07-18 03:40:00+00:00,1.16273,1.16276,1.16252,1.16262,0.0
2025-07-18 03:45:00+00:00,1.16267,1.16273,1.16247,1.16259,0.0
2025-07-18 03:50:00+00:00,1.1626,1.16263,1.16248,1.16252,0.0
2025-07-18 03:55:00+00:00,1.16249,1.16253,1.16216,1.16239,0.0
2025-07-18 04:00:00+00:00,1.16239,1.16242,1.16205,1.1622,0.0
2025-07-18 04:05:00+00:00,1.1622,1.16234,1.16204,1.1621,0.0
2025-07-18 04:10:00+00:00,1.16212,1.16215,1.16193,1.16206,0.0
2025-07-18 04:15:00+00:00,1.16212,1.16226,1.16199,1.16205,0.0
2025-07-18 04:20:00+00:00,1.16209,1.16219,1.16197,1.162115,0.0
2025-07-18 04:25:00+00:00,1.16208,1.16214,1.16191,1.16196,0.0
2025-07-18 04:30:00+00:00,1.16198,1.16206,1.16181,1.16193,0.0
2025-07-18 04:35:00+00:00,1.16188,1.16201,1.1618,1.16194,0.0
2025-07-18 04:40:00+00:00,1.16195,1.16208,1.16185,1.16188,0.0
2025-07-18 04:45:00+00:00,1.1619,1.16215,1.16179,1.1621,0.0
2025-07-18 04:50:00+00:00,1.16214,1.16223,1.162,1.1622,0.0
2025-07-18 04:55:00+00:00,1.16223,1.16226,1.1619,1.16193,0.0
2025-07-18 05:00:00+00:00,1.16188,1.16195,1.16178,1.16186,0.0
2025-07-18 05:05:00+00:00,1.16185,1.16206,1.16179,1.16202,0.0
2025-07-18 05:10:00+00:00,1.162,1.16209,1.16184,1.161885,0.0
2025-07-18 05:15:00+00:00,1.16188,1.16191,1.16158,1.161655,0.0
2025-07-18 05:20:00+00:00,1.161615,1.16173,1.1615,1.16165,0.0
2025-07-18 05:25:00+00:00,1.16166,1.16171,1.16147,1.16151,0.0
2025-07-18 05:30:00+00:00,1.16149,1.16154,1.16119,1.16132,0.0
2025-07-18 05:35:00+00:00,1.16134,1.16152,1.16116,1.16129,0.0
2025-07-18 05:40:00+00:00,1.161285,1.16183,1.16115,1.161765,0.0
2025-07-18 05:45:00+00:00,1.161695,1.16197,1.16157,1.161845,0.0
2025-07-18 05:50:00+00:00,1.161895,1.16198,1.16159,1.16177,0.0
2025-07-18 05:55:00+00:00,1.16172,1.16184,1.16158,1.161715,0.0
2025-07-18 06:00:00+00:00,1.16172,1.16185,1.16125,1.16133,0.0
2025-07-18 06:05:00+00:00,1.16129,1.16154,1.16116,1.16139,0.0
2025-07-18 06:10:00+00:00,1.16137,1.16183,1.1613,1.161705,0.0
2025-07-18 06:15:00+00:00,1.161715,1.16184,1.16159,1.161735,0.0
2025-07-18 06:20:00+00:00,1.161745,1.16203,1.16152,1.16156,0.0
2025-07-18 06:25:00+00:00,1.16154,1.16169,1.16139,1.16149,0.0
2025-07-18 06:30:00+00:00,1.1615,1.16202,1.16146,1.16175,0.0
2025-07-18 06:35:00+00:00,1.16176,1.16225,1.16172,1.16187,0.0
2025-07-18 06:40:00+00:00,1.16188,1.16203,1.16161,1.16198,0.0
2025-07-18 06:45:00+00:00,1.16193,1.16198,1.16168,1.16176,0.0
2025-07-18 06:50:00+00:00,1.161775,1.16222,1.16167,1.162165,0.0
2025-07-18 06:55:00+00:00,1.16208,1.16224,1.16195,1.16215,0.0
2025-07-18 07:00:00+00:00,1.16208,1.16285,1.16205,1.162755,0.0
2025-07-18 07:05:00+00:00,1.162745,1.16317,1.16265,1.162915,0.0
2025-07-18 07:10:00+00:00,1.16285,1.1629,1.16221,1.16251,0.0
2025-07-18 07:15:00+00:00,1.16252,1.16287,1.16236,1.1624,0.0
2025-07-18 07:20:00+00:00,1.16242,1.16254,1.1622,1.16231,0.0
2025-07-18 07:25:00+00:00,1.16228,1.16252,1.16196,1.16243,0.0
2025-07-18 07:30:00+00:00,1.16239,1.16277,1.16234,1.162675,0.0
2025-07-18 07:35:00+00:00,1.16263,1.16278,1.16246,1.16257,0.0
2025-07-18 07:40:00+00:00,1.16266,1.1628,1.16232,1.16247,0.0
2025-07-18 07:45:00+00:00,1.16244,1.16255,1.16214,1.16231,0.0
2025-07-18 07:50:00+00:00,1.16232,1.16249,1.16219,1.162395,0.0
2025-07-18 07:55:00+00:00,1.162425,1.16295,1.16238,1.16288,0.0
2025-07-18 08:00:00+00:00,1.162875,1.16377,1.16277,1.163645,0.0
2025-07-18 08:05:00+00:00,1.163655,1.16398,1.16357,1.1638,0.0
2025-07-18 08:10:00+00:00,1.16379,1.16399,1.16365,1.16377,0.0
2025-07-18 08:15:00+00:00,1.16375,1.16387,1.16354,1.1637,0.0
2025-07-18 08:20:00+00:00,1.1637,1.16387,1.16349,1.16376,0.0
2025-07-18 08:25:00+00:00,1.1638,1.16416,1.16377,1.16391,0.0
2025-07-18 08:30:00+00:00,1.16391,1.16435,1.16385,1.16421,0.0
2025-07-18 08:35:00+00:00,1.16426,1.16445,1.16402,1.16423,0.0
2025-07-18 08:40:00+00:00,1.16424,1.16427,1.16389,1.16419,0.0
2025-07-18 08:45:00+00:00,1.16413,1.16461,1.16404,1.16441,0.0
2025-07-18 08:50:00+00:00,1.1644,1.16444,1.16402,1.16405,0.0
2025-07-18 08:55:00+00:00,1.16399,1.16402,1.16351,1.16355,0.0
